ensembl_gene_id	hsapiens_homolog_ensembl_gene	external_gene_name
ENSRNOG00000028767	ENSG00000196378	LOC682225
ENSRNOG00000009260	ENSG00000188822	Cnr2
ENSRNOG00000009079	ENSG00000005249	Prkar2b
ENSRNOG00000046468	ENSG00000122420	Ptgfr
ENSRNOG00000009539	ENSG00000131773	Khdrbs3
ENSRNOG00000032419	ENSG00000130487	Klhdc7b
ENSRNOG00000004382	ENSG00000119682	Arel1
ENSRNOG00000005390	ENSG00000132182	Nup210
ENSRNOG00000026425	ENSG00000100239	Ppp6r2
ENSRNOG00000023455	ENSG00000085998	Pomgnt1
ENSRNOG00000001847	ENSG00000123106	Ccdc91
ENSRNOG00000010238	ENSG00000164695	Chmp4c
ENSRNOG00000029591	ENSG00000130943	Pkdrej
ENSRNOG00000005285	ENSG00000165355	Fbxo33
ENSRNOG00000023627	ENSG00000142609	Cfap74
ENSRNOG00000029889	ENSG00000016602	Clca4
ENSRNOG00000009325	ENSG00000179163	Fuca1
ENSRNOG00000010967	ENSG00000106993	Cdc37l1
ENSRNOG00000004723	ENSG00000119616	Fcf1
ENSRNOG00000062629	ENSG00000196378	Zfp420-ps2
ENSRNOG00000049902	ENSG00000178201	Vom1r53
ENSRNOG00000032576	ENSG00000169760	Nlgn1
ENSRNOG00000016218	ENSG00000077235	Gtf3c1
ENSRNOG00000008314	ENSG00000135336	Orc3
ENSRNOG00000025818	ENSG00000070476	Zxdc
ENSRNOG00000005550	ENSG00000165379	Lrfn5
ENSRNOG00000057813	ENSG00000138002	Ift172
ENSRNOG00000002475	ENSG00000133112	RGD1565798
ENSRNOG00000033799	ENSG00000171505	Or1n1
ENSRNOG00000012722	ENSG00000125534	Ppdpf
ENSRNOG00000043386	ENSG00000114744	Commd2
ENSRNOG00000007884	ENSG00000075790	Bcap29
ENSRNOG00000056041	ENSG00000133704	Ipo8
ENSRNOG00000017130	ENSG00000188672	Rhd
ENSRNOG00000017130	ENSG00000187010	Rhd
ENSRNOG00000004448	ENSG00000111058	Acss3
ENSRNOG00000005310	ENSG00000055130	Cul1
ENSRNOG00000027855	ENSG00000189430	Ncr1
ENSRNOG00000017804	ENSG00000180096	Septin1
ENSRNOG00000004685	ENSG00000057935	Mta3
ENSRNOG00000010266	ENSG00000134061	Cd180
ENSRNOG00000021199	ENSG00000150337	Fcgr1a
ENSRNOG00000064392	ENSG00000181896	
ENSRNOG00000064488	ENSG00000172640	Or10ad1
ENSRNOG00000017959	ENSG00000163885	Cfap100
ENSRNOG00000055984	ENSG00000130706	Adrm1
ENSRNOG00000016284	ENSG00000064218	Dmrt3
ENSRNOG00000013820	ENSG00000157873	Tnfrsf14
ENSRNOG00000005061	ENSG00000119689	Dlst
ENSRNOG00000067761	ENSG00000181896	
ENSRNOG00000029545	ENSG00000187166	H1f7
ENSRNOG00000029427	ENSG00000158055	Grhl3
ENSRNOG00000008392	ENSG00000100241	Sbf1
ENSRNOG00000067742	ENSG00000161016	
ENSRNOG00000019340	ENSG00000126001	Cep250
ENSRNOG00000027843	ENSG00000243772	Kir3dl1
ENSRNOG00000027843	ENSG00000167633	Kir3dl1
ENSRNOG00000027843	ENSG00000125498	Kir3dl1
ENSRNOG00000027843	ENSG00000221957	Kir3dl1
ENSRNOG00000027843	ENSG00000242019	Kir3dl1
ENSRNOG00000027843	ENSG00000189013	Kir3dl1
ENSRNOG00000027843	ENSG00000240403	Kir3dl1
ENSRNOG00000006426	ENSG00000067715	Syt1
ENSRNOG00000011923	ENSG00000137463	Mgarp
ENSRNOG00000049645	ENSG00000197617	Vom1r102
ENSRNOG00000004534	ENSG00000163806	Spdya
ENSRNOG00000030416	ENSG00000181896	Zfp870
ENSRNOG00000017299	ENSG00000070047	Phrf1
ENSRNOG00000047319	ENSG00000110888	Caprin2
ENSRNOG00000060745	ENSG00000142405	Nlrp12
ENSRNOG00000065051	ENSG00000197617	
ENSRNOG00000022402	ENSG00000169641	Luzp1
ENSRNOG00000008643	ENSG00000146282	Rars2
ENSRNOG00000047941	ENSG00000157992	Krtcap3
ENSRNOG00000027096	ENSG00000172543	Ctsw
ENSRNOG00000058539	ENSG00000134057	Ccnb1
ENSRNOG00000065970	ENSG00000134545	Klrc3
ENSRNOG00000009882	ENSG00000138814	Ppp3ca
ENSRNOG00000070196	ENSG00000185515	Brcc3dc
ENSRNOG00000063089	ENSG00000178826	Tmem139
ENSRNOG00000013371	ENSG00000167104	Bpifb6
ENSRNOG00000006924	ENSG00000179178	Tmem125
ENSRNOG00000066943	ENSG00000197617	Vom1r98
ENSRNOG00000048601	ENSG00000164687	LOC120101547
ENSRNOG00000016274	ENSG00000213015	Zfp580
ENSRNOG00000016536	ENSG00000175087	Pdik1l
ENSRNOG00000006364	ENSG00000091140	Dld
ENSRNOG00000004901	ENSG00000163798	Slc4a1ap
ENSRNOG00000027533	ENSG00000143612	Ns5atp4-ps3
ENSRNOG00000032776	ENSG00000100883	Srp54a
ENSRNOG00000004786	ENSG00000186115	Cyp4f1
ENSRNOG00000012827	ENSG00000178053	Mlf1
ENSRNOG00000021718	ENSG00000104218	Cspp1
ENSRNOG00000055530	ENSG00000073150	Panx2
ENSRNOG00000050636	ENSG00000074964	Arhgef10l
ENSRNOG00000032026	ENSG00000261308	Fignl2
ENSRNOG00000053691	ENSG00000130702	Lama5
ENSRNOG00000016023	ENSG00000107104	Kank1
ENSRNOG00000016829	ENSG00000063241	Isoc2b
ENSRNOG00000016707	ENSG00000106144	Casp2
ENSRNOG00000001820	ENSG00000152944	Med21
ENSRNOG00000040266	ENSG00000205111	Cdkl4
ENSRNOG00000007037	ENSG00000243710	Cfap57
ENSRNOG00000012831	ENSG00000144741	Slc25a26
ENSRNOG00000016100	ENSG00000171530	AABR07058934.1
ENSRNOG00000063601	ENSG00000185264	Tex33
ENSRNOG00000064291	ENSG00000131495	Ndufa2-ps1
ENSRNOG00000026905	ENSG00000115241	Ppm1g
ENSRNOG00000064975	ENSG00000151327	Fam177a1
ENSRNOG00000007992	ENSG00000188529	Srsf10
ENSRNOG00000010270	ENSG00000187017	Espn
ENSRNOG00000013165	ENSG00000177951	Bet1l
ENSRNOG00000018288	ENSG00000198646	Ncoa6
ENSRNOG00000027731	ENSG00000162543	Ubxn10
ENSRNOG00000013807	ENSG00000100206	Dmc1
ENSRNOG00000005530	ENSG00000198208	Rps6kl1
ENSRNOG00000043233	ENSG00000186526	Cyp4f6
ENSRNOG00000016877	ENSG00000187902	Shisa7
ENSRNOG00000027332	ENSG00000152147	Gemin6
ENSRNOG00000015442	ENSG00000107819	Sfxn3
ENSRNOG00000008908	ENSG00000164414	Slc35a1
ENSRNOG00000025042	ENSG00000172572	Pde3a
ENSRNOG00000008694	ENSG00000100253	Miox
ENSRNOG00000050570	ENSG00000115216	Nrbp1
ENSRNOG00000004927	ENSG00000119760	Supt7l
ENSRNOG00000009821	ENSG00000121871	Slitrk3
ENSRNOG00000063360	ENSG00000203499	Iqank1
ENSRNOG00000068259	ENSG00000277258	LOC103692755
ENSRNOG00000016647	ENSG00000187980	Pla2g2c
ENSRNOG00000052467	ENSG00000134545	Klrc2
ENSRNOG00000045760	ENSG00000117395	Ebna1bp2
ENSRNOG00000005109	ENSG00000177519	Rprm
ENSRNOG00000023591	ENSG00000092020	Ppp2r3c
ENSRNOG00000069267	ENSG00000087494	Pthlh
ENSRNOG00000029830	ENSG00000128165	Adm2
ENSRNOG00000012952	ENSG00000144749	Lrig1
ENSRNOG00000047521	ENSG00000255181	Ccdc166
ENSRNOG00000014660	ENSG00000145390	Usp53
ENSRNOG00000053460	ENSG00000119673	Acot3
ENSRNOG00000053460	ENSG00000184227	Acot3
ENSRNOG00000008155	ENSG00000105865	Dus4l
ENSRNOG00000006090	ENSG00000163794	Ucn
ENSRNOG00000029793	ENSG00000203909	Dppa5
ENSRNOG00000017810	ENSG00000188690	Uros
ENSRNOG00000062310	ENSG00000127515	Or7a36
ENSRNOG00000062310	ENSG00000188269	Or7a36
ENSRNOG00000062310	ENSG00000185385	Or7a36
ENSRNOG00000064950	ENSG00000101079	LOC102554288
ENSRNOG00000021795	ENSG00000184949	Fam227a
ENSRNOG00000016798	ENSG00000158786	Pla2g2f
ENSRNOG00000069979	ENSG00000283567	LOC684792
ENSRNOG00000031269	ENSG00000100364	RGD1304694
ENSRNOG00000029637	ENSG00000205669	Acot6
ENSRNOG00000010161	ENSG00000145555	Myo10
ENSRNOG00000067036	ENSG00000188324	Or6c6i
ENSRNOG00000069189	ENSG00000127515	Or7a38d
ENSRNOG00000069189	ENSG00000188269	Or7a38d
ENSRNOG00000069189	ENSG00000185385	Or7a38d
ENSRNOG00000004941	ENSG00000198522	Gpn1
ENSRNOG00000071200	ENSG00000121067	Spopfm2l1
ENSRNOG00000015491	ENSG00000120158	Rcl1
ENSRNOG00000022372	ENSG00000004487	Kdm1a
ENSRNOG00000050348	ENSG00000063241	Isoc2a
ENSRNOG00000000145	ENSG00000117461	Pik3r3
ENSRNOG00000006146	ENSG00000138100	Trim54
ENSRNOG00000004925	ENSG00000058272	Ppp1r12a
ENSRNOG00000069800	ENSG00000121067	RGD1563667
ENSRNOG00000010409	ENSG00000165271	Nol6
ENSRNOG00000063902	ENSG00000197617	Vom1r93
ENSRNOG00000007605	ENSG00000149273	RGD1560831
ENSRNOG00000020945	ENSG00000156738	Ms4a1
ENSRNOG00000009336	ENSG00000181085	Mapk15
ENSRNOG00000005332	ENSG00000172346	Csdc2
ENSRNOG00000057416	ENSG00000170100	Zfp763
ENSRNOG00000043026	ENSG00000115268	Rps15-ps2
ENSRNOG00000007043	ENSG00000100890	Prorp
ENSRNOG00000032311	ENSG00000138892	Ttll8
ENSRNOG00000009856	ENSG00000008282	Sypl1
ENSRNOG00000058136	ENSG00000197617	Vom1r90
ENSRNOG00000066966	ENSG00000185821	Or6c76b
ENSRNOG00000017404	ENSG00000203880	Pcmtd2
ENSRNOG00000017127	ENSG00000108107	Rpl28
ENSRNOG00000049989	ENSG00000163026	Wdcp
ENSRNOG00000006048	ENSG00000106462	Ezh2
ENSRNOG00000028492	ENSG00000267855	LOC120101567
ENSRNOG00000025857	ENSG00000166930	Ms4a5
ENSRNOG00000026582	ENSG00000172943	RGD1310212
ENSRNOG00000014058	ENSG00000100216	Tomm22
ENSRNOG00000010658	ENSG00000116761	Cth
ENSRNOG00000070268	ENSG00000189266	Pnrc2
ENSRNOG00000051280	ENSG00000165689	AABR07064502.1
ENSRNOG00000013825	ENSG00000076864	Rap1gap
ENSRNOG00000069078	ENSG00000185821	Olr936
ENSRNOG00000004364	ENSG00000158019	Babam2
ENSRNOG00000065511	ENSG00000166862	Cacng2
ENSRNOG00000013947	ENSG00000079974	Rabl2
ENSRNOG00000013947	ENSG00000144134	Rabl2
ENSRNOG00000028543	ENSG00000074800	Eno1-ps1
ENSRNOG00000017843	ENSG00000161980	Polr3k
ENSRNOG00000017837	ENSG00000180035	Znf48
ENSRNOG00000013320	ENSG00000164972	RGD1561916
ENSRNOG00000006338	ENSG00000070018	Lrp6
ENSRNOG00000067360	ENSG00000165689	
ENSRNOG00000047264	ENSG00000184954	Or6c70
ENSRNOG00000053536	ENSG00000161677	AABR07006871.1
ENSRNOG00000032117	ENSG00000172377	Or9i1b
ENSRNOG00000053828	ENSG00000125503	Ppp1r12c
ENSRNOG00000068431	ENSG00000261150	Eppk1
ENSRNOG00000016248	ENSG00000203883	Sox18
ENSRNOG00000006499	ENSG00000121022	Cops5
ENSRNOG00000032922	ENSG00000133083	Dclk1
ENSRNOG00000008747	ENSG00000052126	Plekha5
ENSRNOG00000017003	ENSG00000114554	Plxna1
ENSRNOG00000065705	ENSG00000205329	Or6c3d
ENSRNOG00000009686	ENSG00000165269	Aqp7
ENSRNOG00000009686	ENSG00000259916	Aqp7
ENSRNOG00000005358	ENSG00000100417	Pmm1
ENSRNOG00000056610	ENSG00000164597	Cog5
ENSRNOG00000069321	ENSG00000196659	Ttc30a
ENSRNOG00000069321	ENSG00000197557	Ttc30a
ENSRNOG00000013003	ENSG00000125508	Srms
ENSRNOG00000058973	ENSG00000119778	Atad2b
ENSRNOG00000012807	ENSG00000173372	C1qa
ENSRNOG00000009797	ENSG00000165272	Aqp3
ENSRNOG00000052506	ENSG00000147853	Ak3
ENSRNOG00000031453	ENSG00000101363	Manbal
ENSRNOG00000007114	ENSG00000100902	Psma6
ENSRNOG00000006204	ENSG00000115194	Slc30a3
ENSRNOG00000059460	ENSG00000196659	Ttc30b
ENSRNOG00000059460	ENSG00000197557	Ttc30b
ENSRNOG00000032240	ENSG00000154451	Gbp5
ENSRNOG00000005998	ENSG00000198732	Smoc1
ENSRNOG00000055196	ENSG00000134545	Klrc1
ENSRNOG00000025061	ENSG00000168005	Spindoc
ENSRNOG00000014440	ENSG00000100221	Josd1
ENSRNOG00000027360	ENSG00000115875	Srsf7
ENSRNOG00000004947	ENSG00000181896	LOC102546572
ENSRNOG00000031915	ENSG00000100429	Hdac10
ENSRNOG00000052519	ENSG00000196659	Ttc30a1
ENSRNOG00000052519	ENSG00000197557	Ttc30a1
ENSRNOG00000008423	ENSG00000172209	Gpr22
ENSRNOG00000014226	ENSG00000149527	Plch2
ENSRNOG00000016826	ENSG00000117215	Pla2g2d
ENSRNOG00000055484	ENSG00000182117	LOC108350600
ENSRNOG00000033639	ENSG00000196453	Zfp777
ENSRNOG00000011910	ENSG00000125944	Hnrnpr
ENSRNOG00000013416	ENSG00000205143	Arid3c
ENSRNOG00000013813	ENSG00000165886	Ubtd1
ENSRNOG00000004710	ENSG00000171174	Rbks
ENSRNOG00000007934	ENSG00000166897	Elfn2
ENSRNOG00000060248	ENSG00000159685	Chchd6
ENSRNOG00000027942	ENSG00000131037	Eps8l1
ENSRNOG00000012156	ENSG00000134996	Ostf1
ENSRNOG00000020829	ENSG00000159445	Them4
ENSRNOG00000029762	ENSG00000100312	Acr
ENSRNOG00000057254	ENSG00000134545	RGD1564770
ENSRNOG00000057254	ENSG00000183542	RGD1564770
ENSRNOG00000057254	ENSG00000205810	RGD1564770
ENSRNOG00000057254	ENSG00000205809	RGD1564770
ENSRNOG00000008927	ENSG00000105856	Hbp1
ENSRNOG00000050500	ENSG00000183864	Tob2
ENSRNOG00000025274	ENSG00000049860	Hexb
ENSRNOG00000008961	ENSG00000084764	Mapre3
ENSRNOG00000008249	ENSG00000100916	Brms1l
ENSRNOG00000009376	ENSG00000181273	Olr440
ENSRNOG00000009376	ENSG00000181282	Olr440
ENSRNOG00000016838	ENSG00000127472	Pla2g5
ENSRNOG00000043404	ENSG00000159650	Uroc1
ENSRNOG00000025388	ENSG00000243147	Mrpl33
ENSRNOG00000000151	ENSG00000157978	Ldlrap1
ENSRNOG00000011340	ENSG00000118454	Ankrd13c
ENSRNOG00000030698	ENSG00000187553	Cyp26c1
ENSRNOG00000017354	ENSG00000159840	Zyx
ENSRNOG00000020857	ENSG00000131626	Ppfia1
ENSRNOG00000034115	ENSG00000181273	Or5ak24
ENSRNOG00000034115	ENSG00000181282	Or5ak24
ENSRNOG00000052064	ENSG00000138964	Parvg
ENSRNOG00000042333	ENSG00000119661	Dnal1
ENSRNOG00000014634	ENSG00000100226	Gtpbp1
ENSRNOG00000005391	ENSG00000046889	Prex2
ENSRNOG00000002333	ENSG00000205328	Olr947
ENSRNOG00000008996	ENSG00000157851	Dpysl5
ENSRNOG00000022257	ENSG00000227868	Tex46
ENSRNOG00000070498	ENSG00000197617	LOC120102341
ENSRNOG00000047455	ENSG00000128536	Cdhr3
ENSRNOG00000026962	ENSG00000091039	Osbpl8
ENSRNOG00000052128	ENSG00000069493	Clec2e
ENSRNOG00000019868	ENSG00000143106	Psma5
ENSRNOG00000030468	ENSG00000150269	Or5m9
ENSRNOG00000005298	ENSG00000163795	Zfp513
ENSRNOG00000006582	ENSG00000137074	Aptx
ENSRNOG00000036813	ENSG00000101079	LOC679863
ENSRNOG00000012665	ENSG00000106733	Nmrk1
ENSRNOG00000016945	ENSG00000188257	Pla2g2a
ENSRNOG00000018708	ENSG00000172531	Ppp1ca
ENSRNOG00000008291	ENSG00000138050	Thumpd2
ENSRNOG00000009227	ENSG00000134817	Aplnr
ENSRNOG00000056721	ENSG00000187790	Fancm
ENSRNOG00000013195	ENSG00000175792	Ruvbl1
ENSRNOG00000023781	ENSG00000178209	Plec
ENSRNOG00000010553	ENSG00000176903	Pnma1
ENSRNOG00000006167	ENSG00000105122	Rasal3
ENSRNOG00000049714	ENSG00000088280	Asap3
ENSRNOG00000043094	ENSG00000083720	Oxct1
ENSRNOG00000010800	ENSG00000138029	Hadhb
ENSRNOG00000005480	ENSG00000060138	Ybx3
ENSRNOG00000068114	ENSG00000254658	Or8j3b
ENSRNOG00000047741	ENSG00000007968	E2f2
ENSRNOG00000038622	ENSG00000197483	Nat14
ENSRNOG00000043445	ENSG00000196407	Them5
ENSRNOG00000012886	ENSG00000185022	Maff
ENSRNOG00000056371	ENSG00000121879	Pik3ca
ENSRNOG00000064027	ENSG00000164967	Rpp25l
ENSRNOG00000062798	ENSG00000100664	
ENSRNOG00000017525	ENSG00000146904	Epha1
ENSRNOG00000026883	ENSG00000165935	Smco2
ENSRNOG00000010653	ENSG00000156030	Mideas
ENSRNOG00000067898	ENSG00000181698	Or5t9b
ENSRNOG00000067898	ENSG00000172489	Or5t9b
ENSRNOG00000009754	ENSG00000105835	Nampt
ENSRNOG00000018561	ENSG00000148840	Pprc1
ENSRNOG00000058476	ENSG00000086015	Mast2
ENSRNOG00000009535	ENSG00000165283	Stoml2
ENSRNOG00000031811	ENSG00000279961	Or8u3
ENSRNOG00000067958	ENSG00000090971	Nat14
ENSRNOG00000026913	ENSG00000179941	Bbs10
ENSRNOG00000013076	ENSG00000213923	Csnk1e
ENSRNOG00000011918	ENSG00000119614	Vsx2
ENSRNOG00000042318	ENSG00000161031	Pglyrp2
ENSRNOG00000022802	ENSG00000198792	Tmem184b
ENSRNOG00000052668	ENSG00000261787	Tcf24
ENSRNOG00000022288	ENSG00000158006	Pafah2
ENSRNOG00000001844	ENSG00000087448	Klhl42
ENSRNOG00000015156	ENSG00000069482	Gal
ENSRNOG00000026884	ENSG00000115234	Snx17
ENSRNOG00000010819	ENSG00000164070	Hspa4l
ENSRNOG00000023762	ENSG00000174891	AABR07056845.1
ENSRNOG00000023093	ENSG00000129534	Mis18bp1
ENSRNOG00000007106	ENSG00000115904	Sos1
ENSRNOG00000014604	ENSG00000147955	Sigmar1
ENSRNOG00000031814	ENSG00000134243	Sort1
ENSRNOG00000024629	ENSG00000084754	Hadha
ENSRNOG00000070281	ENSG00000284691	RGD1559747
ENSRNOG00000015079	ENSG00000244038	Ddost
ENSRNOG00000047312	ENSG00000165555	Noxred1
ENSRNOG00000066979	ENSG00000280314	Or8k30b
ENSRNOG00000006804	ENSG00000178125	Ppp1r42
ENSRNOG00000009019	ENSG00000131389	Slc6a6
ENSRNOG00000004149	ENSG00000182050	Mgat4c
ENSRNOG00000011258	ENSG00000009724	Masp2
ENSRNOG00000029698	ENSG00000198355	Pim3
ENSRNOG00000016302	ENSG00000119946	Cnnm1
ENSRNOG00000048145	ENSG00000139874	Sstr1
ENSRNOG00000066065	ENSG00000176788	Basp1
ENSRNOG00000068687	ENSG00000173960	Ubxn2a
ENSRNOG00000032391	ENSG00000117868	Esyt2
ENSRNOG00000047307	ENSG00000122756	Cntfr
ENSRNOG00000020832	ENSG00000225556	C2cd4d
ENSRNOG00000017528	ENSG00000180758	Gpr157
ENSRNOG00000027733	ENSG00000167613	Lair1
ENSRNOG00000005375	ENSG00000165084	RGD1564053
ENSRNOG00000022844	ENSG00000165966	Pdzrn4
ENSRNOG00000049954	ENSG00000181718	Or5t18
ENSRNOG00000029478	ENSG00000171954	Cyp4f39
ENSRNOG00000016782	ENSG00000120949	Tnfrsf8
ENSRNOG00000009372	ENSG00000169836	Tacr3
ENSRNOG00000022970	ENSG00000136327	Nkx2-8
ENSRNOG00000003988	ENSG00000115137	Dnajc27
ENSRNOG00000015385	ENSG00000158828	Pink1
ENSRNOG00000065296	ENSG00000181698	Or5t9
ENSRNOG00000065296	ENSG00000172489	Or5t9
ENSRNOG00000035618	ENSG00000198984	Mir345
ENSRNOG00000004583	ENSG00000198125	Mb
ENSRNOG00000007728	ENSG00000104518	Gsdmd
ENSRNOG00000037165	ENSG00000001461	Nipal3
ENSRNOG00000000130	ENSG00000137094	Dnajb5
ENSRNOG00000035634	ENSG00000202560	Mir300
ENSRNOG00000026344	ENSG00000189350	Togaram2
ENSRNOG00000007583	ENSG00000100994	Pygb
ENSRNOG00000035612	ENSG00000199082	Mir342
ENSRNOG00000022012	ENSG00000186891	Tnfrsf18
ENSRNOG00000037837	ENSG00000174970	Or10ag57
ENSRNOG00000009598	ENSG00000025770	Ncaph2
ENSRNOG00000012455	ENSG00000120948	Tardbp
ENSRNOG00000047493	ENSG00000084453	Slco1a4
ENSRNOG00000022601	ENSG00000174038	LOC100360821
ENSRNOG00000007061	ENSG00000214694	Arhgef33
ENSRNOG00000017872	ENSG00000132746	LOC120099971
ENSRNOG00000027971	ENSG00000114248	Lrrc31
ENSRNOG00000027002	ENSG00000069020	Mast4
ENSRNOG00000046172	ENSG00000115128	Sf3b6
ENSRNOG00000056753	ENSG00000165338	Hectd2
ENSRNOG00000024365	ENSG00000114346	Ect2
ENSRNOG00000069605	ENSG00000275183	Leng9
ENSRNOG00000023230	ENSG00000179476	RGD1307621
ENSRNOG00000013743	ENSG00000058262	Sec61a1
ENSRNOG00000007294	ENSG00000147481	Sntg1
ENSRNOG00000004361	ENSG00000178685	Parp10
ENSRNOG00000010194	ENSG00000119650	Ift43
ENSRNOG00000046763	ENSG00000185100	Adss1
ENSRNOG00000003890	ENSG00000187109	Nap1l1
ENSRNOG00000006395	ENSG00000101342	Tldc2
ENSRNOG00000013954	ENSG00000162551	Alpl
ENSRNOG00000031448	ENSG00000001460	Stpg1
ENSRNOG00000042496	ENSG00000186526	Cyp4f5
ENSRNOG00000012094	ENSG00000119681	Ltbp2
ENSRNOG00000047143	ENSG00000119782	Fkbp1b
ENSRNOG00000003347	ENSG00000175398	Or10p1
ENSRNOG00000026186	ENSG00000097096	Syde2
ENSRNOG00000018729	ENSG00000172613	Rad9a
ENSRNOG00000015538	ENSG00000173208	Abcd2
ENSRNOG00000009447	ENSG00000188732	Fam221a
ENSRNOG00000009526	ENSG00000241356	Or5g25
ENSRNOG00000011305	ENSG00000100146	Sox10
ENSRNOG00000045892	ENSG00000165410	Cfl2
ENSRNOG00000005301	ENSG00000115211	Eif2b4
ENSRNOG00000018920	ENSG00000100372	Slc25a17
ENSRNOG00000053729	ENSG00000107140	Tesk1
ENSRNOG00000012944	ENSG00000132906	Casp9
ENSRNOG00000007097	ENSG00000198746	Gpatch3
ENSRNOG00000015677	ENSG00000158825	Cda
ENSRNOG00000036934	ENSG00000100997	Abhd12
ENSRNOG00000065865	ENSG00000187857	Or6c75
ENSRNOG00000064583	ENSG00000181752	Or8k16
ENSRNOG00000018533	ENSG00000010295	Iffo1
ENSRNOG00000009004	ENSG00000188306	Lrriq4
ENSRNOG00000022738	ENSG00000134333	AC098459.1
ENSRNOG00000050114	ENSG00000186453	Fam228a
ENSRNOG00000029238	ENSG00000235173	Hgh1
ENSRNOG00000006980	ENSG00000175073	Vcpip1
ENSRNOG00000049783	ENSG00000089902	Rcor1
ENSRNOG00000048450	ENSG00000186526	Cyp4f37
ENSRNOG00000042441	ENSG00000170777	Tpd52l3
ENSRNOG00000007083	ENSG00000142751	Gpn2
ENSRNOG00000070835	ENSG00000109390	Ndufc1
ENSRNOG00000066458	ENSG00000284194	Tymp
ENSRNOG00000016377	ENSG00000138180	Cep55
ENSRNOG00000018642	ENSG00000167615	Leng8
ENSRNOG00000069999	ENSG00000213585	
ENSRNOG00000030662	ENSG00000174914	Or9g20
ENSRNOG00000033153	ENSG00000175793	Sfn
ENSRNOG00000018752	ENSG00000175505	Clcf1
ENSRNOG00000068651	ENSG00000134333	
ENSRNOG00000032394	ENSG00000025708	Tymp
ENSRNOG00000013628	ENSG00000215704	Cela2a
ENSRNOG00000013628	ENSG00000142615	Cela2a
ENSRNOG00000006236	ENSG00000149636	Dsn1
ENSRNOG00000014445	ENSG00000127483	Hp1bp3
ENSRNOG00000005522	ENSG00000035115	Sh3yl1
ENSRNOG00000010199	ENSG00000109738	Glrb
ENSRNOG00000028650	ENSG00000203485	Inf2
ENSRNOG00000049615	ENSG00000219626	Fam228b
ENSRNOG00000014986	ENSG00000130939	Ube4b
ENSRNOG00000018630	ENSG00000111640	LOC108351137
ENSRNOG00000067067	ENSG00000186526	
ENSRNOG00000019163	ENSG00000134207	Syt6
ENSRNOG00000058567	ENSG00000254834	Or5m10b
ENSRNOG00000058567	ENSG00000255012	Or5m10b
ENSRNOG00000014633	ENSG00000160948	Vps28
ENSRNOG00000056904	ENSG00000115207	Gtf3c2
ENSRNOG00000013256	ENSG00000177963	Ric8a
ENSRNOG00000007064	ENSG00000181220	Zfp746
ENSRNOG00000037060	ENSG00000177989	Odf3b
ENSRNOG00000005577	ENSG00000100418	Desi1
ENSRNOG00000031628	ENSG00000114942	AABR07006688.2
ENSRNOG00000004077	ENSG00000166006	Kcnc2
ENSRNOG00000018718	ENSG00000148688	Rpp30
ENSRNOG00000010227	ENSG00000089916	Gpatch2l
ENSRNOG00000058156	ENSG00000204160	Zdhhc18
ENSRNOG00000021669	ENSG00000185697	Mybl1
ENSRNOG00000013451	ENSG00000113360	Drosha
ENSRNOG00000060260	ENSG00000254834	Or5m10
ENSRNOG00000060260	ENSG00000255012	Or5m10
ENSRNOG00000034031	ENSG00000132821	Vstm2l
ENSRNOG00000000618	ENSG00000139915	Mdga2
ENSRNOG00000050386	ENSG00000176732	Pfn4
ENSRNOG00000061147	ENSG00000135063	Entrep1
ENSRNOG00000027836	ENSG00000171121	Kcnmb3
ENSRNOG00000049901	ENSG00000255223	
ENSRNOG00000066287	ENSG00000197617	Vom1r103
ENSRNOG00000011111	ENSG00000198894	Cipc
ENSRNOG00000060350	ENSG00000144711	Iqsec1
ENSRNOG00000018765	ENSG00000175482	Pold4
ENSRNOG00000033994	ENSG00000255223	Or5m11
ENSRNOG00000007763	ENSG00000083444	Plod1
ENSRNOG00000007827	ENSG00000131055	Cox4i2
ENSRNOG00000024170	ENSG00000100410	Phf5a
ENSRNOG00000014909	ENSG00000189410	Sh2d5
ENSRNOG00000008676	ENSG00000134531	Emp1
ENSRNOG00000016279	ENSG00000179922	Zfp865
ENSRNOG00000054217	ENSG00000020633	Runx3
ENSRNOG00000037436	ENSG00000183742	Macc1
ENSRNOG00000036984	ENSG00000084453	Slco1a1
ENSRNOG00000045634	ENSG00000280314	Or8k39
ENSRNOG00000024766	ENSG00000173567	Adgrf3
ENSRNOG00000016656	ENSG00000119919	Nkx2-3
ENSRNOG00000013828	ENSG00000142082	Sirt3
ENSRNOG00000015794	ENSG00000101447	Fam83d
ENSRNOG00000004438	ENSG00000018236	Cntn1
ENSRNOG00000011842	ENSG00000256394	Asic5
ENSRNOG00000013967	ENSG00000095585	Blnk
ENSRNOG00000015393	ENSG00000101438	Slc32a1
ENSRNOG00000042080	ENSG00000164509	Il31ra
ENSRNOG00000066970	ENSG00000132746	
ENSRNOG00000003759	ENSG00000054983	Galc
ENSRNOG00000014893	ENSG00000162643	Dnai3
ENSRNOG00000049430	ENSG00000115204	Mpv17
ENSRNOG00000029922	ENSG00000196511	Tpk1
ENSRNOG00000028628	ENSG00000261221	Znf865
ENSRNOG00000047088	ENSG00000084733	Rab10
ENSRNOG00000018066	ENSG00000107949	Bccip
ENSRNOG00000067300	ENSG00000111269	Crebl2
ENSRNOG00000004521	ENSG00000185246	Prpf39
