ensembl_gene_id	external_gene_name	transcription_start_site
ENSG00000177548	RABEP2	28925238
ENSG00000177455	CD19	28931971
ENSG00000169682	SPNS1	28974778
ENSG00000197471	SPN	29663247
ENSG00000149930	TAOK2	29973868
ENSG00000149929	HIRIP3	29995617
ENSG00000169592	INO80E	29996241
ENSG00000149927	DOC2A	30011027
ENSG00000149923	PPP4C	30075994
ENSG00000090238	YPEL3	30096213
ENSG00000102886	GDPD3	30113537
ENSG00000102882	MAPK3	30123220
ENSG00000169627	BOLA2B	30193666
ENSG00000169217	CD2BP2	30355308
ENSG00000169221	TBC1D10B	30370494
ENSG00000180269	GPR139	20073890
ENSG00000132207	SLX1A	30193875
ENSG00000213648	SULT1A4	29459913
ENSG00000198848	CES1	55833096
ENSG00000090863	GLG1	74607114
ENSG00000260456	C16orf95	87317392
ENSG00000186260	MRTFB	14071319
ENSG00000205609	EIF3CL	28403841
ENSG00000225614	ZNF469	88382959
ENSG00000184110	EIF3C	28711464
ENSG00000007541	PIGQ	569968
ENSG00000196296	ATP2A1	28878488
ENSG00000089280	FUS	31180139
ENSG00000205358	MT1H	56669814
ENSG00000087250	MT3	56589528
ENSG00000185615	PDIA2	283164
ENSG00000006327	TNFRSF12A	3020368
ENSG00000103145	HCFC1R1	3023942
ENSG00000181938	GINS3	58392471
ENSG00000103227	LMF1	970984
ENSG00000159387	IRX6	55324203
ENSG00000067836	ROGDI	4802633
ENSG00000155666	KDM8	27203526
ENSG00000140623	SEPTIN12	4788345
ENSG00000155719	OTOA	21663968
ENSG00000169900	PYDC1	31217135
ENSG00000261052	SULT1A3	30199255
ENSG00000175643	RMI2	11345459
ENSG00000178279	TNP2	11269325
ENSG00000178257	PRM3	11273629
ENSG00000122304	PRM2	11276480
ENSG00000175646	PRM1	11281330
ENSG00000184602	SNN	11668455
ENSG00000284512		81096284
ENSG00000166454	ATMIN	81035842
ENSG00000260643		81096296
ENSG00000140905	GCSH	81096395
ENSG00000135697	BCO1	81238689
ENSG00000090857	PDPR	70114332
ENSG00000223496	EXOSC6	70251940
ENSG00000157349	DDX19B	70299186
ENSG00000260537		70299224
ENSG00000168872	DDX19A	70346903
ENSG00000157350	ST3GAL2	70439100
ENSG00000157353	FCSK	70454595
ENSG00000189091	SF3B3	70523816
ENSG00000090861	AARS1	70289506
ENSG00000261717		75464706
ENSG00000166822	TMEM170A	75464689
ENSG00000183196	CHST6	75495441
ENSG00000034713	GABARAPL2	75566379
ENSG00000166848	TERF2IP	75647773
ENSG00000282757	DUXB	75701461
ENSG00000283755	CPHXL	75726490
ENSG00000159461	AMFR	56425545
ENSG00000087263	OGFOD1	56451554
ENSG00000065427	KARS1	75647665
ENSG00000261609	GAN	81314962
ENSG00000007384	RHBDF1	72631
ENSG00000103148	NPRL3	138673
ENSG00000130656	HBZ	152644
ENSG00000206177	HBM	165978
ENSG00000188536	HBA2	172876
ENSG00000206172	HBA1	176680
ENSG00000086506	HBQ1	180459
ENSG00000182810	DDX28	68023232
ENSG00000072736	NFATC3	68085370
ENSG00000103067	ESRP2	68236127
ENSG00000103066	PLA2G15	68245373
ENSG00000103064	SLC7A6	68264526
ENSG00000103061	SLC7A6OS	68310946
ENSG00000103056	SMPD3	68448508
ENSG00000103150	MLYCD	83899115
ENSG00000140961	OSGIN1	83953240
ENSG00000103160	HSDL1	84145177
ENSG00000154099	DNAAF1	84145308
ENSG00000140955	ADAD2	84191157
ENSG00000166558	SLC38A8	84042795
ENSG00000169896	ITGAM	31259975
ENSG00000140678	ITGAX	31355176
ENSG00000156886	ITGAD	31393335
ENSG00000156885	COX6A2	31428360
ENSG00000176723	ZNF843	31442789
ENSG00000140691	ARMC5	31459501
ENSG00000140682	TGFB1I1	31472152
ENSG00000140675	SLC5A2	31483123
ENSG00000169877	AHSP	31527900
ENSG00000103502	CDIPT	29863226
ENSG00000174939	ASPHD1	29900488
ENSG00000149925	ALDOA	30065760
ENSG00000074071	MRPS34	1773134
ENSG00000095906	NUBP2	1782960
ENSG00000099769	IGFALS	1793705
ENSG00000063854	HAGH	1826825
ENSG00000162040	HS3ST6	1918415
ENSG00000103043	VAC14	70801158
ENSG00000153060	TEKT5	10694930
ENSG00000103274	NUBP1	10743842
ENSG00000166676	TVP23A	10818794
ENSG00000182108	DEXI	10942468
ENSG00000168434	COG7	23453189
ENSG00000103365	GGA2	23510494
ENSG00000103356	EARS2	23557350
ENSG00000103353	UBFD1	23557727
ENSG00000004779	NDUFAB1	23596316
ENSG00000166847	DCTN5	23641466
ENSG00000166851	PLK1	23678889
ENSG00000206053	JPT2	1678279
ENSG00000162063	CCNF	2429447
ENSG00000162062	TEDC2	2460109
ENSG00000162068	NTN3	2471297
ENSG00000260272		2496032
ENSG00000185883	ATP6V0C	2513952
ENSG00000259784		2513965
ENSG00000205923	CEMP1	2531408
ENSG00000140992	PDPK1	2538021
ENSG00000162065	TBC1D24	2475127
ENSG00000166783	MARF1	15643154
ENSG00000072864	NDE1	15650245
ENSG00000103260	METRN	715118
ENSG00000103254	ANTKMT	721146
ENSG00000103245	CIAO3	740997
ENSG00000102854	MSLN	760734
ENSG00000197912	SPG7	89508403
ENSG00000178773	CPNE7	89575758
ENSG00000185324	CDK10	89686689
ENSG00000158792	SPATA2L	89701705
ENSG00000075399	VPS9D1	89720898
ENSG00000131165	CHMP1A	89657708
ENSG00000150281	CTF1	30896614
ENSG00000155714	PDZD9	22001116
ENSG00000103194	USP10	84700000
ENSG00000064270	ATP2C2	84368538
ENSG00000166455	C16orf46	81077238
ENSG00000010539	ZNF200	3235158
ENSG00000007392	LUC7L	229449
ENSG00000162086	ZNF75A	3305497
ENSG00000169180	XPO6	28211965
ENSG00000122386	ZNF205	3112586
ENSG00000166816	LDHD	75116780
ENSG00000059122	FLYWCH1	2911931
ENSG00000157335	CLEC18C	70173787
ENSG00000167526	RPL13	89560682
ENSG00000140807	NKD1	50548396
ENSG00000205336	ADGRG1	57628630
ENSG00000182885	ADGRG3	57668306
ENSG00000159625	DRC7	57694806
ENSG00000140854	KATNB1	57735770
ENSG00000083799	CYLD	50742086
ENSG00000166971	AKTIP	53503209
ENSG00000204991	SPIRE2	89828475
ENSG00000141002	TCF25	89873592
ENSG00000258839	MC1R	89918862
ENSG00000198211		89919165
ENSG00000141013	GAS8	90022680
ENSG00000003249	DBNDD1	90019456
ENSG00000070915	SLC12A3	56865207
ENSG00000051108	HERPUD1	56932142
ENSG00000087237	CETP	56961950
ENSG00000140848	CPNE2	57092583
ENSG00000102931	ARL2BP	57245259
ENSG00000125149	PHAF1	67109941
ENSG00000237172	B3GNT9	67150998
ENSG00000102871	TRADD	67159909
ENSG00000135722	FBXL8	67159957
ENSG00000196123	MATCAP1	67183963
ENSG00000179044	EXOC3L1	67190136
ENSG00000205250	E2F4	67192155
ENSG00000102890	ELMO3	67199131
ENSG00000168701	TMEM208	67227130
ENSG00000135723	FHOD1	67247481
ENSG00000135740	SLC9A5	67248979
ENSG00000168676	KCTD19	67326741
ENSG00000159708	LRRC36	67326815
ENSG00000159713	TPPP3	67393498
ENSG00000159714	ZDHHC1	67416477
ENSG00000176387	HSD11B2	67431121
ENSG00000159723	AGRP	67483547
ENSG00000183889	NPIPA9	16331877
ENSG00000260914		69299682
ENSG00000132612	VPS4A	69311350
ENSG00000213380	COG8	69339564
ENSG00000258429	PDF	69330588
ENSG00000272617		69334871
ENSG00000260371		69356306
ENSG00000132603	NIP7	69339772
ENSG00000157315	TMED6	69351786
ENSG00000132604	TERF2	69386007
ENSG00000176715	ACSF3	89093852
ENSG00000129910	CDH15	89171748
ENSG00000170100	ZNF778	89217703
ENSG00000103226	NOMO3	16232528
ENSG00000196557	CACNA1H	1153106
ENSG00000197253	TPSB2	1230184
ENSG00000172236	TPSAB1	1240705
ENSG00000095917	TPSD1	1256069
ENSG00000103275	UBE2I	1309636
ENSG00000007520	TSR3	1351878
ENSG00000133393	CEP20	15888603
ENSG00000180035	ZNF48	30395420
ENSG00000179965	ZNF771	30407606
ENSG00000179918	SEPHS2	30445874
ENSG00000169957	ZNF768	30526566
ENSG00000169951	ZNF764	30558374
ENSG00000197162	ZNF785	30585697
ENSG00000156853	ZNF689	30610389
ENSG00000156858	PRR14	30650960
ENSG00000156860	FBRS	30658431
ENSG00000005844	ITGAL	30472742
ENSG00000070770	CSNK2A2	58198106
ENSG00000103023	PRSS54	58295025
ENSG00000179958	DCTPP1	30430030
ENSG00000103222	ABCC1	15949616
ENSG00000166152	C16orf78	49373804
ENSG00000102935	ZNF423	49856112
ENSG00000121281	ADCY7	50266551
ENSG00000121274	TENT4B	50153306
ENSG00000217555	CKLF	66552576
ENSG00000254788	CKLF-CMTM1	66552679
ENSG00000140932	CMTM2	66579463
ENSG00000140931	CMTM3	66604704
ENSG00000183723	CMTM4	66696743
ENSG00000188603	CLN3	28492074
ENSG00000166780	BMERB1	15434588
ENSG00000133392	MYH11	15857028
ENSG00000176046	NUPR1	28538974
ENSG00000197165	SULT1A2	28597050
ENSG00000166548	TK2	66550122
ENSG00000167977	KCTD5	2682523
ENSG00000172382	PRSS27	2720224
ENSG00000007038	PRSS21	2817237
ENSG00000005001	PRSS22	2858170
ENSG00000153446	C16orf89	5065956
ENSG00000140995	DEF8	89948755
ENSG00000103168	TAF1C	84187057
ENSG00000011638	LDAF1	21158674
ENSG00000162066	AMDHD2	2520371
ENSG00000099364	FBXL19	30923572
ENSG00000099385	BCL7C	30894077
ENSG00000103549	RNF40	30762322
ENSG00000153066	TXNDC11	11742857
ENSG00000153406	NMRAL1	4474625
ENSG00000103253	HAGHL	727106
ENSG00000089505	CMTM1	66566439
ENSG00000062038	CDH3	68645310
ENSG00000039068	CDH1	68737292
ENSG00000169347	GP2	20327513
ENSG00000169344	UMOD	20352715
ENSG00000169340	PDILT	20404737
ENSG00000183549	ACSM5	20409534
ENSG00000183747	ACSM2A	20451521
ENSG00000008516	MMP25	3046561
ENSG00000167194	C16orf92	30023198
ENSG00000103037	SETD6	58515517
ENSG00000125107	CNOT1	58629826
ENSG00000103042	SLC38A7	58684770
ENSG00000125166	GOT2	58734316
ENSG00000103479	RBL2	53434471
ENSG00000103494	RPGRIP1L	53703859
ENSG00000258947	TUBB3	89923342
ENSG00000065457	ADAT1	75623281
ENSG00000070729	CNGB1	57971128
ENSG00000159579	RSPRY1	57186329
ENSG00000189067	LITAF	11586919
ENSG00000183454	GRIN2A	10182428
ENSG00000213853	EMP2	10580598
ENSG00000234186	C16orf82	27066927
ENSG00000166188	ZNF319	58000672
ENSG00000229809	ZNF688	30571714
ENSG00000166451	CENPN	81007214
ENSG00000205423	CNEP1R1	50025225
ENSG00000205730	ITPRIPL2	19113964
ENSG00000126856	PRDM7	90077331
ENSG00000196155	PLEKHG4	67279532
ENSG00000090581	GNPTG	1351931
ENSG00000066813	ACSM2B	20576367
ENSG00000005187	ACSM3	20764014
ENSG00000066654	THUMPD1	20741818
ENSG00000005189	REXO5	20806527
ENSG00000166743	ACSM1	20697680
ENSG00000183044	ABAT	8674617
ENSG00000184857	TMEM186	8797639
ENSG00000153048	CARHSP1	8869006
ENSG00000288715		89418292
ENSG00000086504	MRPL28	370538
ENSG00000129925	PGAP6	381978
ENSG00000103202	NME4	397199
ENSG00000242612	DECR2	401885
ENSG00000125144	MT1G	56668065
ENSG00000260734	TLE7	71442054
ENSG00000157429	ZNF19	71489324
ENSG00000140835	CHST4	71526426
ENSG00000198650	TAT	71577092
ENSG00000140832	MARVELD3	71626184
ENSG00000040199	PHLPP2	71724701
ENSG00000166747	AP1G1	71808834
ENSG00000103546	SLC6A2	55655988
ENSG00000166509	CLEC3A	78022548
ENSG00000175595	ERCC4	13920154
ENSG00000091262	ABCC6	16223494
ENSG00000118898	PPL	4937148
ENSG00000103184	SEC14L5	4958330
ENSG00000033011	ALG1	5071843
ENSG00000162004	CCDC78	726443
ENSG00000134398	ERN2	23713222
ENSG00000166869	CHP2	23755026
ENSG00000166501	PRKCB	23835983
ENSG00000006116	CACNG3	24256335
ENSG00000122257	RBBP6	24539566
ENSG00000182831	HAPSTR1	9091644
ENSG00000140650	PMM2	8797839
ENSG00000167005	NUDT21	56451332
ENSG00000125124	BBS2	56520024
ENSG00000224470	ATXN1L	71845976
ENSG00000182149	IST1	71895531
ENSG00000102984	ZNF821	71884182
ENSG00000102967	DHODH	72008744
ENSG00000140830	TXNL4B	72093620
ENSG00000140829	DHX38	72093847
ENSG00000166589	CDH16	66918885
ENSG00000166595	CIAO2B	66934402
ENSG00000172831	CES2	66935516
ENSG00000172828	CES3	66961266
ENSG00000067955	CBFB	67029149
ENSG00000102878	HSF4	67164745
ENSG00000103024	NME3	1771543
ENSG00000285043		30053151
ENSG00000159648	TEPP	57976544
ENSG00000185338	SOCS1	11256204
ENSG00000213918	DNASE1	3654691
ENSG00000168488	ATXN2L	28822999
ENSG00000197774	EME2	1772810
ENSG00000167523	SPATA33	89657836
ENSG00000168418	KCNG4	84240012
ENSG00000103404	USP31	23149452
ENSG00000205832	C16orf96	4556340
ENSG00000277481	PKD1L3	72000402
ENSG00000008517	IL32	3065640
ENSG00000185947	ZNF267	31873807
ENSG00000103355	PRSS33	2787560
ENSG00000177200	CHD9	53054991
ENSG00000135702	CHST5	75536108
ENSG00000174938	SEZ6L2	29899550
ENSG00000259803	SLC22A31	89200537
ENSG00000255524	NPIPB8	28638065
ENSG00000180209	MYL11	30374802
ENSG00000180917	CMTR2	71289402
ENSG00000172137	CALB2	71358723
ENSG00000167377	ZNF23	71462247
ENSG00000185905	C16orf54	29745990
ENSG00000174992	ZG16	29778256
ENSG00000167371	PRRT2	29812193
ENSG00000280789	PAGR1	29816152
ENSG00000013364	MVP	29820462
ENSG00000079616	KIF22	29790751
ENSG00000138834	MAPK8IP3	1706195
ENSG00000103196	CRISPLD2	84819985
ENSG00000153786	ZDHHC7	85011535
ENSG00000135709	KIAA0513	85027795
ENSG00000140743	CDR2	22374619
ENSG00000196678	ERI2	20806472
ENSG00000188215	DCUN1D3	20900358
ENSG00000102897	LYRM1	20900771
ENSG00000289491		30610351
ENSG00000005513	SOX8	981770
ENSG00000162078	ZG16B	2830303
ENSG00000289281		3004132
ENSG00000132600	PRMT7	68311019
ENSG00000121270	ABCC11	48247539
ENSG00000176842	IRX5	54930865
ENSG00000132613	MTSS2	70686053
ENSG00000140987	ZSCAN32	3401004
ENSG00000184730	APOBR	28494643
ENSG00000149922	TBX6	30091924
ENSG00000167208	SNX20	50681312
ENSG00000184471	C1QTNF8	1096244
ENSG00000153815	CMIP	81444808
ENSG00000159720	ATP6V0D1	67481157
ENSG00000261701	HPR	72063226
ENSG00000103021	CCDC113	58249936
ENSG00000157106	SMG1	18926408
ENSG00000167522	ANKRD11	89490561
ENSG00000257017	HP	72054505
ENSG00000162009	SSTR5	1072747
ENSG00000103449	SALL1	51151270
ENSG00000180096	SEPTIN1	30382561
ENSG00000157368	IL34	70646559
ENSG00000116176	TPSG1	1225268
ENSG00000103154	NECAB2	83968244
ENSG00000149926	TLCD3B	30031271
ENSG00000140943	MBTPS1	84116942
ENSG00000103035	PSMD7	74296814
ENSG00000140839	CLEC18B	74421478
ENSG00000196436	NPIPB15	74376306
ENSG00000140798	ABCC12	48155993
ENSG00000205084	TMEM231	75556252
ENSG00000103363	ELOB	2777280
ENSG00000103044	HAS3	69105653
ENSG00000168802	CHTF8	69132588
ENSG00000286140	DERPC	69132588
ENSG00000198736	MSRB1	1943199
ENSG00000140986	RPL3L	1954689
ENSG00000140990	NDUFB10	1959538
ENSG00000140988	RPS2	1964826
ENSG00000179580	RNF151	1966856
ENSG00000183751	TBL3	1972053
ENSG00000196408	NOXO1	1981469
ENSG00000127561	SYNGR3	1989970
ENSG00000065054	NHERF2	2026902
ENSG00000065057	NTHL1	2047834
ENSG00000167962	ZNF598	2009821
ENSG00000174109	UQCC4	1420747
ENSG00000284395	PERCC1	1431078
ENSG00000197599	CCDC154	1444556
ENSG00000140750	ARHGAP17	25015369
ENSG00000103018	CYB5B	69424619
ENSG00000158865	SLC5A11	24845963
ENSG00000169955	ZNF747	30534858
ENSG00000103319	EEF2K	22206278
ENSG00000161980	POLR3K	53608
ENSG00000103152	MPG	78225
ENSG00000149932	TMEM219	29962079
ENSG00000015413	DPEP1	89613642
ENSG00000166669	ATF7IP2	10386061
ENSG00000140853	NLRC5	56989557
ENSG00000155393	HEATR3	50065970
ENSG00000232258	TMEM114	8590511
ENSG00000103034	NDRG4	58500143
ENSG00000168807	SNTB2	69187164
ENSG00000176953	NFATC2IP	28950937
ENSG00000140945	CDH13	82626969
ENSG00000230989	HSBP1	83807978
ENSG00000103550	KNOP1	19718227
ENSG00000103540	CCP110	19523942
ENSG00000167191	GPRC5B	19884848
ENSG00000174628	IQCK	19718271
ENSG00000102981	PARD6A	67660960
ENSG00000124074	ENKD1	67666750
ENSG00000159761	C16orf86	67666814
ENSG00000141098	GFOD2	67719316
ENSG00000198156	NPIPB6	28363508
ENSG00000179583	CIITA	10877202
ENSG00000039523	RIPOR1	67528829
ENSG00000102974	CTCF	67562526
ENSG00000141084	RANBP10	67806560
ENSG00000102904	TSNAXIP1	67806889
ENSG00000102901	CENPT	67847693
ENSG00000168286	THAP11	67842320
ENSG00000038358	EDC4	67873052
ENSG00000188038	NRN1L	67884885
ENSG00000159792	PSKH1	67893254
ENSG00000141086	CTRL	67931862
ENSG00000205220	PSMB10	67936850
ENSG00000213398	LCAT	67944120
ENSG00000141096	DPEP3	67980499
ENSG00000167261	DPEP2	67999484
ENSG00000167264	DUS2	68023284
ENSG00000263201	DPEP2NB	68015911
ENSG00000254852	NPIPA2	14742533
ENSG00000103512	NOMO1	14833721
ENSG00000179588	ZFPM1	88453280
ENSG00000158545	ZC3H18	88570403
ENSG00000124391	IL17C	88638572
ENSG00000051523	CYBA	88651053
ENSG00000167508	MVD	88663091
ENSG00000185669	SNAI3	88686507
ENSG00000158717	RNF166	88706408
ENSG00000174177	CTU2	88706503
ENSG00000103429	BFAR	14632951
ENSG00000069764	PLA2G10	14694308
ENSG00000224712	NPIPA3	14703411
ENSG00000188897		11527247
ENSG00000159753	CARMIL2	67645144
ENSG00000102879	CORO1A	30183602
ENSG00000158805	ZNF276	89721537
ENSG00000167513	CDT1	88803789
ENSG00000198931	APRT	88811928
ENSG00000141012	GALNS	88856947
ENSG00000129993	CBFA2T3	88977207
ENSG00000167515	TRAPPC2L	88857127
ENSG00000187741	FANCA	89816647
ENSG00000077235	GTF3C1	27549913
ENSG00000047578	KATNIP	27550144
ENSG00000127554	GFER	1984193
ENSG00000131148	EMC8	85799544
ENSG00000131143	COX4I1	85799695
ENSG00000140968	IRF8	85899162
ENSG00000213658	LAT	28985052
ENSG00000162039	MEIOB	1872164
ENSG00000103313	MEFV	3256633
ENSG00000169189	NSMCE1	27268772
ENSG00000077238	IL4R	27313974
ENSG00000103522	IL21R	27402174
ENSG00000169246	NPIPB3	21405319
ENSG00000172366	MCRIP2	641828
ENSG00000161996	WDR90	649365
ENSG00000103269	RHBDL1	675671
ENSG00000103266	STUB1	680410
ENSG00000161999	JMJD8	684334
ENSG00000127580	WDR24	690398
ENSG00000140983	RHOT2	668132
ENSG00000198064	NPIPB13	30248479
ENSG00000284209		34381110
ENSG00000140694	PARN	14630260
ENSG00000184860	SDR42E1	82011470
ENSG00000086696	HSD17B2	82035253
ENSG00000135698	MPHOSPH6	82170224
ENSG00000197943	PLCG2	81779291
ENSG00000174943	KCTD13	29926226
ENSG00000188827	SLX4	3611606
ENSG00000171490	RSL1D1	11851542
ENSG00000103342	GSPT1	11915956
ENSG00000048462	TNFRSF17	11965210
ENSG00000158486	DNAH3	21150846
ENSG00000102996	MMP15	58025754
ENSG00000103005	USB1	58001407
ENSG00000254206	NPIPB11	29406711
ENSG00000196502	SULT1A1	28610044
ENSG00000102977	ACD	67660260
ENSG00000167207	NOD2	50693606
ENSG00000102893	PHKB	47461331
ENSG00000251692	PTX4	1488944
ENSG00000100726	TELO2	1493360
ENSG00000103249	CLCN7	1475028
ENSG00000277639	CHD9NB	53052897
ENSG00000172824	CES4A	66988589
ENSG00000180185	FAHD1	1827206
ENSG00000168101	NUDT16L1	4693562
ENSG00000215148	PRSS41	2798470
ENSG00000261509	TP53TG3B	33360841
ENSG00000205456	TP53TG3D	32253286
ENSG00000275034	TP53TG3E	33304306
ENSG00000243716	NPIPB5	22510891
ENSG00000214967	NPIPA7	16379140
ENSG00000151006	PRSS53	31088943
ENSG00000205022	PABPN1L	88866660
ENSG00000183632	TP53TG3	32676165
ENSG00000284484	CPHXL2	75677009
ENSG00000125170	DOK4	57486493
ENSG00000234719	NPIPB2	11942045
ENSG00000181019	NQO1	69726560
ENSG00000141101	NOB1	69754926
ENSG00000102908	NFAT5	69565966
ENSG00000174990	CA5A	87936529
ENSG00000172530	BANP	87951434
ENSG00000166546	BEAN1	66427295
ENSG00000187555	USP7	8963906
ENSG00000183336	BOLA2	29454351
ENSG00000261740	BOLA2-SMG1P6	29454347
ENSG00000102898	NUTF2	67846933
ENSG00000103051	COG4	70523554
ENSG00000038532	CLEC16A	10944564
ENSG00000131152		87334273
ENSG00000103264	FBXO31	87383776
ENSG00000140941	MAP1LC3B	87392336
ENSG00000289722		1884294
ENSG00000205629	LCMT1	25111742
ENSG00000103375	AQP8	25216947
ENSG00000155592	ZKSCAN2	25257845
ENSG00000181625	SLX1B	29454533
ENSG00000224578	HNRNPA1L3	51553436
ENSG00000008710	PKD1	2135898
ENSG00000167964	RAB26	2148625
ENSG00000131653	TRAF7	2155782
ENSG00000167971	CASKIN1	2196605
ENSG00000167965	MLST8	2205454
ENSG00000182685	BRICD5	2210863
ENSG00000184207	PGP	2214840
ENSG00000167967	E4F1	2223591
ENSG00000167968	DNASE1L2	2236444
ENSG00000167969	ECI1	2251587
ENSG00000205937	RNPS1	2268126
ENSG00000102934	PLLP	57284672
ENSG00000090565	RAB11FIP3	425649
ENSG00000103326	CAPN15	527712
ENSG00000161992	PRR35	560394
ENSG00000078328	RBFOX1	6019024
ENSG00000124067	SLC12A4	67968637
ENSG00000103495	MAZ	29806529
ENSG00000290183		3263800
ENSG00000006194	ZNF263	3283491
ENSG00000197006	METTL9	21599577
ENSG00000185716	MOSMO	22008111
ENSG00000175267	VWA3A	22092541
ENSG00000183921	SDR42E2	22162506
ENSG00000157322	CLEC18A	69951334
ENSG00000278848	TP53TG3F	33459612
ENSG00000259680	IGHV3OR16-17	33845229
ENSG00000198373	WWP2	69762332
ENSG00000205457	TP53TG3C	33194226
ENSG00000214940	NPIPA8	18336736
ENSG00000233024	NPIPA9	18376839
ENSG00000185164	NOMO2	18562097
ENSG00000183426	NPIPA1	14937443
ENSG00000179889	PDXDC1	14975026
ENSG00000157045	NTAN1	15056074
ENSG00000085721	RRN3	15094272
ENSG00000080603	SRCAP	30699171
ENSG00000162076	FLYWCH2	2883215
ENSG00000087258	GNAO1	56191489
ENSG00000183971	NPW	2019785
ENSG00000196993	NPIPB9	28751787
ENSG00000169203	NPIPB12	29506408
ENSG00000140939	NOL3	67174002
ENSG00000103544	VPS35L	19555703
ENSG00000162032	SPSB3	1782571
ENSG00000140859	KIFC3	57802491
ENSG00000178188	SH2B1	28863843
ENSG00000140718	FTO	53704156
ENSG00000177508	IRX3	54286787
ENSG00000103381	CPPED1	12803887
ENSG00000237515	SHISA9	12901598
ENSG00000233232	NPIPB7	28472336
ENSG00000186153	WWOX	78099654
ENSG00000171241	SHCBP1	46621379
ENSG00000069329	VPS35	46689178
ENSG00000091651	ORC6	46689659
ENSG00000140795	MYLK3	46748344
ENSG00000155330	C16orf87	46831180
ENSG00000166123	GPT2	46884362
ENSG00000069345	DNAJA2	46973674
ENSG00000197302	KRBOX5	31713244
ENSG00000131650	KREMEN2	2964275
ENSG00000099381	SETD1A	30957754
ENSG00000166164	BRD7	50368988
ENSG00000161981	SNRNP25	53828
ENSG00000103121	CMC2	81006885
ENSG00000083093	PALB2	23641310
ENSG00000127578	WFIKKN1	630985
ENSG00000130731	METTL26	636305
ENSG00000127585	FBXL16	705801
ENSG00000162006	MSLNL	782054
ENSG00000007376	RPUSD1	788381
ENSG00000127586	CHTF18	788620
ENSG00000127588	GNG13	800734
ENSG00000167978	SRRM2	2752638
ENSG00000085644	ZNF213	3135029
ENSG00000168124	OR1F1	3188204
ENSG00000185864	NPIPB4	21857756
ENSG00000177238	TRIM72	31214119
ENSG00000140688	RUSF1	31508391
ENSG00000102924	CBLN1	49281838
ENSG00000172775	PSME3IP1	57186039
ENSG00000179776	CDH5	66366691
ENSG00000249961	TERB1	66801584
ENSG00000159593	NAE1	66830976
ENSG00000168748	CA7	66844414
ENSG00000172840	PDP2	66880515
ENSG00000166592	RRAD	66925535
ENSG00000153789	CIBAR2	85112472
ENSG00000103197	TSC2	2047985
ENSG00000283516	LITAFD	8882351
ENSG00000007516	BAIAP3	1333645
ENSG00000141258	SGSM2	2337501
ENSG00000185722	ANKFY1	4263979
ENSG00000282936		6640456
ENSG00000074755	ZZEF1	4143030
ENSG00000167193	CRK	1456232
ENSG00000167858	TEKT1	6831729
ENSG00000129195	PIMREG	6444455
ENSG00000004660	CAMKK1	3893053
ENSG00000108405	P2RX1	3916465
ENSG00000187624	C17orf97	410325
ENSG00000091622	PITPNM3	6556555
ENSG00000256806	C17orf100	6651762
ENSG00000141040	ZNF287	16569204
ENSG00000074370	ATP2A3	3964437
ENSG00000141485	SLC13A5	6713369
ENSG00000285471		5772926
ENSG00000129235	TXNDC17	6641060
ENSG00000198920	KIAA0753	6640711
ENSG00000251537		15651653
ENSG00000181350	LRRC75A	16492193
ENSG00000074356	NCBP3	3846246
ENSG00000189152	GRAPL	19127589
ENSG00000142494	SLC47A1	19533854
ENSG00000109046	WSB1	27294114
ENSG00000133027	PEMT	17591708
ENSG00000108590	MED31	6651605
ENSG00000091542	ALKBH5	18183828
ENSG00000129221	AIPL1	6435121
ENSG00000177294	FBXO39	6776215
ENSG00000108582	CPD	30378927
ENSG00000108578	BLMH	30291944
ENSG00000198783	ZNF830	34961540
ENSG00000126653	NSRP1	30116816
ENSG00000167693	NXN	979776
ENSG00000006125	AP2B1	35587322
ENSG00000132141	CCT6B	34961460
ENSG00000276023	DUSP14	37489891
ENSG00000005156	LIG3	34980512
ENSG00000141738	GRB7	39737938
ENSG00000278540	ACACA	37406836
